"행정구역","2026년07월_거주자_총인구수","2026년07월_거주자_연령구간인구수","2026년07월_거주자_0~9세","2026년07월_거주자_10~19세","2026년07월_거주자_20~29세","2026년07월_거주자_30~39세","2026년07월_거주자_40~49세","2026년07월_거주자_50~59세","2026년07월_거주자_60~69세","2026년07월_거주자_70~79세","2026년07월_거주자_80~89세","2026년07월_거주자_90~99세","2026년07월_거주자_100세 이상","2026년07월_남_거주자_총인구수","2026년07월_남_거주자_연령구간인구수","2026년07월_남_거주자_0~9세","2026년07월_남_거주자_10~19세","2026년07월_남_거주자_20~29세","2026년07월_남_거주자_30~39세","2026년07월_남_거주자_40~49세","2026년07월_남_거주자_50~59세","2026년07월_남_거주자_60~69세","2026년07월_남_거주자_70~79세","2026년07월_남_거주자_80~89세","2026년07월_남_거주자_90~99세","2026년07월_남_거주자_100세 이상","2026년07월_여_거주자_총인구수","2026년07월_여_거주자_연령구간인구수","2026년07월_여_거주자_0~9세","2026년07월_여_거주자_10~19세","2026년07월_여_거주자_20~29세","2026년07월_여_거주자_30~39세","2026년07월_여_거주자_40~49세","2026년07월_여_거주자_50~59세","2026년07월_여_거주자_60~69세","2026년07월_여_거주자_70~79세","2026년07월_여_거주자_80~89세","2026년07월_여_거주자_90~99세","2026년07월_여_거주자_100세 이상"
"전북특별자치도 군산시 (5213000000)","254,737","254,737","13,342","24,942","23,415","25,740","37,247","45,269","42,022","27,868","12,566","2,277","49","129,251","129,251","6,714","12,860","13,141","13,838","19,402","23,784","21,167","13,086","4,698","557","4","125,486","125,486","6,628","12,082","10,274","11,902","17,845","21,485","20,855","14,782","7,868","1,720","45"
"전북특별자치도 익산시 (5214000000)","265,649","265,649","12,454","24,394","28,006","27,376","33,623","46,790","46,314","29,500","14,281","2,857","54","132,024","132,024","6,296","12,448","15,183","14,689","17,166","23,644","23,073","13,773","5,098","648","6","133,625","133,625","6,158","11,946","12,823","12,687","16,457","23,146","23,241","15,727","9,183","2,209","48"
"전북특별자치도 정읍시 (5218000000)","100,392","100,392","4,062","7,980","7,886","7,962","11,243","17,634","19,384","13,733","8,520","1,950","38","50,167","50,167","2,116","4,166","4,435","4,278","5,818","9,445","10,199","6,306","2,968","431","5","50,225","50,225","1,946","3,814","3,451","3,684","5,425","8,189","9,185","7,427","5,552","1,519","33"
"전북특별자치도 남원시 (5219000000)","73,585","73,585","3,102","5,875","5,282","5,400","7,887","13,042","14,286","10,699","6,445","1,525","42","36,193","36,193","1,588","3,129","2,934","2,851","3,961","6,844","7,379","4,997","2,180","323","7","37,392","37,392","1,514","2,746","2,348","2,549","3,926","6,198","6,907","5,702","4,265","1,202","35"
"전북특별자치도 김제시 (5221000000)","81,480","81,480","3,476","5,545","6,122","6,979","8,523","13,083","16,404","12,162","7,310","1,835","41","40,882","40,882","1,774","2,866","3,428","3,667","4,673","7,306","8,562","5,730","2,469","399","8","40,598","40,598","1,702","2,679","2,694","3,312","3,850","5,777","7,842","6,432","4,841","1,436","33"
"전북특별자치도 완주군 (5271000000)","100,163","100,163","5,597","8,630","8,481","11,332","12,983","16,789","17,734","11,447","5,840","1,296","34","51,435","51,435","2,878","4,463","4,726","5,909","6,787","9,107","9,401","5,749","2,113","300","2","48,728","48,728","2,719","4,167","3,755","5,423","6,196","7,682","8,333","5,698","3,727","996","32"
"전북특별자치도 진안군 (5272000000)","24,798","24,798","835","1,464","1,579","1,427","2,073","4,063","5,993","4,176","2,590","580","18","12,677","12,677","440","736","894","709","1,116","2,292","3,315","2,084","947","142","2","12,121","12,121","395","728","685","718","957","1,771","2,678","2,092","1,643","438","16"
"전북특별자치도 무주군 (5273000000)","23,378","23,378","681","1,640","1,519","1,539","2,237","3,949","5,221","3,633","2,419","523","17","11,799","11,799","343","855","837","839","1,208","2,225","2,804","1,728","829","128","3","11,579","11,579","338","785","682","700","1,029","1,724","2,417","1,905","1,590","395","14"
"전북특별자치도 장수군 (5274000000)","21,148","21,148","673","1,436","1,340","1,282","1,994","3,424","4,752","3,576","2,148","512","11","10,680","10,680","344","746","747","668","1,129","1,901","2,554","1,762","695","131","3","10,468","10,468","329","690","593","614","865","1,523","2,198","1,814","1,453","381","8"
"전북특별자치도 임실군 (5275000000)","25,270","25,270","939","1,352","1,423","1,610","2,179","3,875","5,794","4,409","2,975","697","17","13,126","13,126","495","727","834","879","1,269","2,232","3,276","2,198","1,039","175","2","12,144","12,144","444","625","589","731","910","1,643","2,518","2,211","1,936","522","15"
"전북특별자치도 순창군 (5277000000)","27,582","27,582","1,027","1,977","1,989","1,701","2,737","4,611","5,839","4,144","2,921","622","14","13,697","13,697","523","1,033","1,104","854","1,419","2,604","3,148","1,952","912","147","1","13,885","13,885","504","944","885","847","1,318","2,007","2,691","2,192","2,009","475","13"
"전북특별자치도 고창군 (5279000000)","49,858","49,858","1,662","3,843","2,942","3,119","4,677","7,951","10,569","8,291","5,588","1,185","31","25,067","25,067","857","2,183","1,714","1,639","2,572","4,503","5,517","3,914","1,926","239","3","24,791","24,791","805","1,660","1,228","1,480","2,105","3,448","5,052","4,377","3,662","946","28"
"전북특별자치도 부안군 (5280000000)","46,775","46,775","1,540","3,070","2,884","2,925","4,656","7,687","10,271","7,891","4,836","1,003","12","23,440","23,440","834","1,601","1,690","1,605","2,501","4,290","5,351","3,689","1,671","208","0","23,335","23,335","706","1,469","1,194","1,320","2,155","3,397","4,920","4,202","3,165","795","12"
"경상북도  (4700000000)","2,488,115","2,488,115","122,893","214,285","212,290","250,238","326,248","426,604","463,542","297,676","144,655","29,116","568","1,259,700","1,259,700","63,164","112,111","121,602","138,331","170,554","220,708","235,828","140,286","50,564","6,469","83","1,228,415","1,228,415","59,729","102,174","90,688","111,907","155,694","205,896","227,714","157,390","94,091","22,647","485"
"경상북도 포항시 (4711000000)","485,806","485,806","27,387","45,883","42,118","54,482","69,362","83,025","87,095","53,488","19,731","3,180","55","245,988","245,988","14,231","23,943","24,278","30,414","35,521","41,624","42,325","25,608","7,365","670","9","239,818","239,818","13,156","21,940","17,840","24,068","33,841","41,401","44,770","27,880","12,366","2,510","46"
"경상북도 포항시 남구 (4711100000)","210,931","210,931","10,294","19,886","18,958","21,557","30,424","36,475","38,411","24,694","8,873","1,339","20","109,330","109,330","5,368","10,399","11,468","12,462","15,981","19,140","18,950","11,888","3,397","275","2","101,601","101,601","4,926","9,487","7,490","9,095","14,443","17,335","19,461","12,806","5,476","1,064","18"
"경상북도 포항시 북구 (4711300000)","274,875","274,875","17,093","25,997","23,160","32,925","38,938","46,550","48,684","28,794","10,858","1,841","35","136,658","136,658","8,863","13,544","12,810","17,952","19,540","22,484","23,375","13,720","3,968","395","7","138,217","138,217","8,230","12,453","10,350","14,973","19,398","24,066","25,309","15,074","6,890","1,446","28"
"경상북도 경주시 (4713000000)","242,142","242,142","11,075","18,552","19,596","23,023","29,579","43,944","48,009","30,758","14,735","2,823","48","121,236","121,236","5,702","9,631","10,987","12,642","15,483","22,482","24,293","14,290","5,112","603","11","120,906","120,906","5,373","8,921","8,609","10,381","14,096","21,462","23,716","16,468","9,623","2,220","37"
"경상북도 김천시 (4715000000)","132,263","132,263","6,909","11,975","10,047","12,799","16,819","21,897","24,844","16,620","8,451","1,867","35","66,684","66,684","3,597","6,521","5,716","7,004","8,799","11,295","12,692","7,734","2,878","445","3","65,579","65,579","3,312","5,454","4,331","5,795","8,020","10,602","12,152","8,886","5,573","1,422","32"
"경상북도 안동시 (4717000000)","151,305","151,305","6,968","13,043","14,794","13,957","17,980","25,037","27,563","19,403","10,425","2,092","43","75,017","75,017","3,613","6,873","7,972","7,581","9,149","12,993","13,738","8,890","3,715","485","8","76,288","76,288","3,355","6,170","6,822","6,376","8,831","12,044","13,825","10,513","6,710","1,607","35"
"경상북도 구미시 (4719000000)","401,590","401,590","26,289","44,650","42,368","56,821","69,120","71,445","55,874","23,775","9,255","1,947","46","207,613","207,613","13,431","23,322","24,986","31,227","35,759","35,346","28,716","11,314","3,088","420","4","193,977","193,977","12,858","21,328","17,382","25,594","33,361","36,099","27,158","12,461","6,167","1,527","42"
"경상북도 영주시 (4721000000)","96,139","96,139","3,930","8,417","7,493","7,380","10,657","16,250","18,897","14,194","7,369","1,514","38","47,817","47,817","2,019","4,530","4,341","4,102","5,485","8,430","9,387","6,485","2,660","372","6","48,322","48,322","1,911","3,887","3,152","3,278","5,172","7,820","9,510","7,709","4,709","1,142","32"
"경상북도 영천시 (4723000000)","93,657","93,657","3,943","5,989","5,867","7,565","9,767","16,043","20,595","14,936","7,525","1,414","13","47,850","47,850","2,024","3,163","3,464","4,126","5,415","8,678","10,852","7,174","2,631","321","2","45,807","45,807","1,919","2,826","2,403","3,439","4,352","7,365","9,743","7,762","4,894","1,093","11"
"경상북도 상주시 (4725000000)","88,907","88,907","3,269","6,746","5,689","5,804","8,911","14,209","19,659","14,402","8,286","1,887","45","43,984","43,984","1,690","3,639","3,275","3,154","4,762","7,537","10,110","6,680","2,708","424","5","44,923","44,923","1,579","3,107","2,414","2,650","4,149","6,672","9,549","7,722","5,578","1,463","40"
"경상북도 문경시 (4728000000)","64,439","64,439","2,328","4,749","4,225","4,311","6,651","10,436","14,064","10,588","5,859","1,199","29","31,726","31,726","1,201","2,511","2,409","2,343","3,473","5,537","7,141","4,888","2,002","218","3","32,713","32,713","1,127","2,238","1,816","1,968","3,178","4,899","6,923","5,700","3,857","981","26"
"경상북도 경산시 (4729000000)","262,395","262,395","13,692","23,205","32,890","30,062","35,677","45,442","42,309","25,627","11,457","2,006","28","131,631","131,631","6,924","11,704","18,051","16,516","18,434","22,710","20,930","11,691","4,214","449","8","130,764","130,764","6,768","11,501","14,839","13,546","17,243","22,732","21,379","13,936","7,243","1,557","20"
"경상북도 의성군 (4773000000)","47,819","47,819","1,265","2,013","1,857","2,588","3,707","6,890","12,293","9,959","5,911","1,316","20","24,080","24,080","673","1,124","1,079","1,488","2,137","3,973","6,524","4,730","2,036","314","2","23,739","23,739","592","889","778","1,100","1,570","2,917","5,769","5,229","3,875","1,002","18"
"경상북도 청송군 (4775000000)","24,400","24,400","714","1,023","1,283","1,613","2,055","3,884","6,124","4,492","2,666","535","11","12,375","12,375","365","519","735","1,006","1,186","2,161","3,201","2,176","898","127","1","12,025","12,025","349","504","548","607","869","1,723","2,923","2,316","1,768","408","10"
"경상북도 영양군 (4776000000)","15,954","15,954","401","868","893","944","1,344","2,574","3,965","2,786","1,816","349","14","8,065","8,065","206","466","506","534","765","1,505","2,087","1,327","601","68","0","7,889","7,889","195","402","387","410","579","1,069","1,878","1,459","1,215","281","14"
"경상북도 영덕군 (4777000000)","32,460","32,460","882","1,701","1,508","1,785","2,898","5,171","7,659","6,106","3,946","793","11","15,622","15,622","422","900","858","995","1,518","2,872","3,892","2,755","1,244","165","1","16,838","16,838","460","801","650","790","1,380","2,299","3,767","3,351","2,702","628","10"
"경상북도 청도군 (4782000000)","39,902","39,902","980","1,956","1,611","2,081","3,448","6,142","10,354","8,160","4,178","973","19","20,013","20,013","491","1,008","918","1,165","1,883","3,361","5,531","3,968","1,475","210","3","19,889","19,889","489","948","693","916","1,565","2,781","4,823","4,192","2,703","763","16"
"경상북도 고령군 (4783000000)","29,411","29,411","830","1,599","1,632","1,852","2,792","5,119","7,261","5,072","2,666","575","13","15,218","15,218","432","852","967","1,019","1,544","2,925","3,927","2,504","909","135","4","14,193","14,193","398","747","665","833","1,248","2,194","3,334","2,568","1,757","440","9"
"경상북도 성주군 (4784000000)","40,286","40,286","1,203","1,936","1,814","2,692","3,750","6,616","10,682","7,403","3,419","761","10","21,139","21,139","588","1,000","1,083","1,590","2,211","3,768","5,825","3,672","1,253","148","1","19,147","19,147","615","936","731","1,102","1,539","2,848","4,857","3,731","2,166","613","9"
"경상북도 칠곡군 (4785000000)","103,199","103,199","4,481","10,193","8,083","9,471","16,847","20,990","17,792","9,543","4,765","1,008","26","54,370","54,370","2,273","5,359","4,886","5,323","9,108","11,357","9,615","4,626","1,581","236","6","48,829","48,829","2,208","4,834","3,197","4,148","7,739","9,633","8,177","4,917","3,184","772","20"
"경상북도 예천군 (4790000000)","53,237","53,237","3,404","4,691","3,106","4,838","6,609","7,323","9,726","7,727","4,659","1,136","18","26,362","26,362","1,721","2,407","1,778","2,475","3,352","4,026","5,033","3,648","1,662","259","1","26,875","26,875","1,683","2,284","1,328","2,363","3,257","3,297","4,693","4,079","2,997","877","17"
"경상북도 봉화군 (4792000000)","27,940","27,940","696","1,616","1,247","1,327","2,239","4,388","7,284","5,293","3,091","734","25","14,306","14,306","370","824","746","767","1,253","2,528","3,911","2,650","1,070","185","2","13,634","13,634","326","792","501","560","986","1,860","3,373","2,643","2,021","549","23"
"경상북도 울진군 (4793000000)","46,112","46,112","2,000","3,066","3,548","4,061","4,975","8,020","9,456","6,164","3,907","897","18","23,678","23,678","1,069","1,608","2,150","2,355","2,672","4,513","4,975","2,889","1,262","183","2","22,434","22,434","931","1,458","1,398","1,706","2,303","3,507","4,481","3,275","2,645","714","16"
"경상북도 울릉군 (4794000000)","8,752","8,752","247","414","621","782","1,061","1,759","2,037","1,180","538","110","3","4,926","4,926","122","207","417","505","645","1,087","1,123","587","200","32","1","3,826","3,826","125","207","204","277","416","672","914","593","338","78","2"
"경상남도  (4800000000)","3,185,439","3,185,439","171,202","311,721","279,043","340,209","466,200","571,536","551,738","323,482","143,135","26,667","506","1,606,076","1,606,076","88,050","161,542","157,552","182,925","240,289","291,477","277,362","151,585","49,855","5,387","52","1,579,363","1,579,363","83,152","150,179","121,491","157,284","225,911","280,059","274,376","171,897","93,280","21,280","454"
"경상남도 창원시 (4812000000)","983,153","983,153","55,302","94,507","94,519","118,458","148,222","174,140","167,397","91,783","33,374","5,369","82","497,067","497,067","28,286","48,950","53,727","64,227","76,610","86,547","82,187","42,929","12,464","1,132","8","486,086","486,086","27,016","45,557","40,792","54,231","71,612","87,593","85,210","48,854","20,910","4,237","74"
"경상남도 창원시 의창구 (4812100000)","209,308","209,308","12,015","19,088","20,822","26,099","30,596","37,649","37,530","18,325","6,105","1,062","17","106,338","106,338","6,158","9,818","11,829","14,139","15,786","18,461","18,817","8,887","2,230","210","3","102,970","102,970","5,857","9,270","8,993","11,960","14,810","19,188","18,713","9,438","3,875","852","14"
"경상남도 창원시 성산구 (4812300000)","244,460","244,460","15,594","23,685","27,179","36,197","36,435","45,281","40,738","14,426","4,154","758","13","124,656","124,656","7,906","12,309","15,571","19,713","18,504","21,183","20,559","7,224","1,540","147","0","119,804","119,804","7,688","11,376","11,608","16,484","17,931","24,098","20,179","7,202","2,614","611","13"
"경상남도 창원시 마산합포구 (4812500000)","173,837","173,837","9,009","15,279","14,424","18,111","25,323","27,911","31,052","22,164","9,088","1,454","22","85,959","85,959","4,629","7,876","8,032","9,544","13,338","14,179","14,740","9,988","3,310","322","1","87,878","87,878","4,380","7,403","6,392","8,567","11,985","13,732","16,312","12,176","5,778","1,132","21"
"경상남도 창원시 마산회원구 (4812700000)","173,303","173,303","8,102","15,859","15,154","17,861","24,538","31,229","31,583","20,550","7,423","992","12","86,160","86,160","4,144","8,280","8,364","9,581","12,667","15,651","15,065","9,265","2,933","208","2","87,143","87,143","3,958","7,579","6,790","8,280","11,871","15,578","16,518","11,285","4,490","784","10"
"경상남도 창원시 진해구 (4812900000)","182,245","182,245","10,582","20,596","16,940","20,190","31,330","32,070","26,494","16,318","6,604","1,103","18","93,954","93,954","5,449","10,667","9,931","11,250","16,315","17,073","13,006","7,565","2,451","245","2","88,291","88,291","5,133","9,929","7,009","8,940","15,015","14,997","13,488","8,753","4,153","858","16"
"경상남도 진주시 (4817000000)","333,800","333,800","19,848","33,256","36,960","38,781","46,201","56,535","52,256","32,425","14,786","2,700","52","164,918","164,918","10,237","17,277","20,470","20,561","22,900","27,940","25,174","14,590","5,216","549","4","168,882","168,882","9,611","15,979","16,490","18,220","23,301","28,595","27,082","17,835","9,570","2,151","48"
"경상남도 통영시 (4822000000)","115,598","115,598","4,561","12,029","8,407","8,612","16,975","21,553","22,197","14,461","5,848","940","15","58,056","58,056","2,324","6,147","4,810","4,494","8,804","11,514","10,947","6,763","2,060","190","3","57,542","57,542","2,237","5,882","3,597","4,118","8,171","10,039","11,250","7,698","3,788","750","12"
"경상남도 사천시 (4824000000)","107,548","107,548","5,141","9,912","8,726","10,406","14,975","19,343","18,545","12,756","6,490","1,234","20","54,626","54,626","2,657","5,166","5,223","5,967","7,787","10,276","9,305","5,849","2,152","244","0","52,922","52,922","2,484","4,746","3,503","4,439","7,188","9,067","9,240","6,907","4,338","990","20"
"경상남도 사천남양출장소 (4824500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 김해시 (4825000000)","531,406","531,406","32,957","58,425","52,224","64,850","84,836","103,886","80,063","37,092","14,627","2,406","40","268,550","268,550","17,003","29,800","28,885","34,433","42,869","51,648","41,085","17,240","5,076","507","4","262,856","262,856","15,954","28,625","23,339","30,417","41,967","52,238","38,978","19,852","9,551","1,899","36"
"경상남도 장유출장소 (4825200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 밀양시 (4827000000)","98,168","98,168","3,426","6,808","6,291","7,396","10,762","15,978","22,546","15,989","7,529","1,419","24","48,778","48,778","1,732","3,576","3,688","4,193","5,709","8,222","11,272","7,515","2,582","285","4","49,390","49,390","1,694","3,232","2,603","3,203","5,053","7,756","11,274","8,474","4,947","1,134","20"
"경상남도 거제시 (4831000000)","228,091","228,091","13,315","28,626","17,671","21,776","43,447","45,112","34,256","16,848","5,865","1,151","24","119,831","119,831","6,911","14,883","10,288","11,589","23,209","24,499","17,774","8,357","2,093","226","2","108,260","108,260","6,404","13,743","7,383","10,187","20,238","20,613","16,482","8,491","3,772","925","22"
"경상남도 양산시 (4833000000)","360,462","360,462","24,083","37,800","30,897","44,639","59,660","63,349","55,463","30,450","12,189","1,900","32","180,492","180,492","12,376","19,330","16,632","23,275","30,626","31,635","27,579","14,006","4,562","463","8","179,970","179,970","11,707","18,470","14,265","21,364","29,034","31,714","27,884","16,444","7,627","1,437","24"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","24,468","24,468","641","1,281","1,220","1,379","2,138","3,966","5,976","4,380","2,800","669","18","12,266","12,266","337","705","750","729","1,178","2,207","3,287","2,148","822","101","2","12,202","12,202","304","576","470","650","960","1,759","2,689","2,232","1,978","568","16"
"경상남도 함안군 (4873000000)","56,597","56,597","1,907","5,058","3,502","3,693","6,834","10,075","12,271","8,237","4,173","838","9","29,114","29,114","1,002","2,597","2,153","2,076","3,516","5,618","6,581","4,092","1,321","157","1","27,483","27,483","905","2,461","1,349","1,617","3,318","4,457","5,690","4,145","2,852","681","8"
"경상남도 창녕군 (4874000000)","54,220","54,220","1,670","3,742","2,580","3,462","5,497","8,878","13,070","9,278","5,033","997","13","27,272","27,272","881","1,971","1,543","2,012","2,984","4,938","6,744","4,400","1,615","183","1","26,948","26,948","789","1,771","1,037","1,450","2,513","3,940","6,326","4,878","3,418","814","12"
"경상남도 고성군 (4882000000)","46,678","46,678","1,151","3,729","2,502","2,500","4,839","8,034","10,755","7,928","4,262","967","11","23,735","23,735","598","2,075","1,480","1,425","2,640","4,430","5,641","3,782","1,463","201","0","22,943","22,943","553","1,654","1,022","1,075","2,199","3,604","5,114","4,146","2,799","766","11"
"경상남도 남해군 (4884000000)","41,023","41,023","982","2,892","2,308","2,196","3,504","6,625","9,387","7,302","4,589","1,197","41","20,080","20,080","483","1,615","1,364","1,262","1,810","3,586","4,826","3,377","1,554","199","4","20,943","20,943","499","1,277","944","934","1,694","3,039","4,561","3,925","3,035","998","37"
"경상남도 하동군 (4885000000)","39,405","39,405","990","2,093","1,903","2,086","3,182","6,952","9,801","7,066","4,298","1,003","31","19,832","19,832","507","1,118","1,138","1,186","1,734","3,851","5,175","3,460","1,445","215","3","19,573","19,573","483","975","765","900","1,448","3,101","4,626","3,606","2,853","788","28"
"경상남도 산청군 (4886000000)","32,554","32,554","716","1,676","1,537","1,619","2,506","5,546","8,391","6,050","3,644","844","25","16,239","16,239","358","936","877","900","1,359","2,979","4,468","3,050","1,164","146","2","16,315","16,315","358","740","660","719","1,147","2,567","3,923","3,000","2,480","698","23"
"경상남도 함양군 (4887000000)","35,043","35,043","1,071","2,403","1,902","1,971","3,151","5,940","8,040","5,919","3,810","820","16","17,194","17,194","541","1,281","1,109","1,070","1,633","3,218","4,220","2,769","1,211","139","3","17,849","17,849","530","1,122","793","901","1,518","2,722","3,820","3,150","2,599","681","13"
"경상남도 거창군 (4888000000)","58,611","58,611","2,560","5,588","4,158","4,478","6,366","9,707","11,589","8,107","4,903","1,125","30","28,858","28,858","1,350","3,074","2,403","2,438","3,192","5,025","5,840","3,729","1,558","247","2","29,753","29,753","1,210","2,514","1,755","2,040","3,174","4,682","5,749","4,378","3,345","878","28"
"경상남도 합천군 (4889000000)","38,614","38,614","881","1,896","1,736","1,907","3,105","5,917","9,735","7,411","4,915","1,088","23","19,168","19,168","467","1,041","1,012","1,088","1,729","3,344","5,257","3,529","1,497","203","1","19,446","19,446","414","855","724","819","1,376","2,573","4,478","3,882","3,418","885","22"
"제주특별자치도  (5000000000)","659,093","659,093","42,684","69,797","63,440","76,565","100,634","117,231","99,279","54,828","28,158","6,295","182","329,246","329,246","21,832","35,814","33,896","38,986","50,515","60,634","50,166","25,445","10,556","1,391","11","329,847","329,847","20,852","33,983","29,544","37,579","50,119","56,597","49,113","29,383","17,602","4,904","171"
"제주특별자치도 제주시 (5011000000)","481,486","481,486","32,295","52,045","49,380","59,756","74,352","85,094","68,924","36,917","18,482","4,111","130","239,844","239,844","16,472","26,686","26,089","30,434","37,342","43,362","34,539","17,102","6,914","899","5","241,642","241,642","15,823","25,359","23,291","29,322","37,010","41,732","34,385","19,815","11,568","3,212","125"
"제주특별자치도 서귀포시 (5013000000)","177,607","177,607","10,389","17,752","14,060","16,809","26,282","32,137","30,355","17,911","9,676","2,184","52","89,402","89,402","5,360","9,128","7,807","8,552","13,173","17,272","15,627","8,343","3,642","492","6","88,205","88,205","5,029","8,624","6,253","8,257","13,109","14,865","14,728","9,568","6,034","1,692","46"
